rain_1h,snow_1h,clouds_all,temp_c,Clouds,Clear,Rain,Drizzle,Mist,Haze,Fog,Thunderstorm,Snow,Squall,Smoke,hour,is_day_off,day_of_week,holiday_bool,month,date_time,traffic_volume
0.0,0.0,1,8.890000000000043,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,10,2012-10-04 03:00:00,367
0.0,0.0,1,8.54000000000002,0,1,0,0,0,0,0,0,0,0,0,4,0,3,0,10,2012-10-04 04:00:00,835
0.0,0.0,1,8.170000000000016,0,1,0,0,0,0,0,0,0,0,0,5,0,3,0,10,2012-10-04 05:00:00,2726
0.0,0.0,1,7.590000000000032,0,1,0,0,0,0,0,0,0,0,0,6,0,3,0,10,2012-10-04 06:00:00,5689
0.0,0.0,1,7.420000000000016,0,1,0,0,0,0,0,0,0,0,0,7,0,3,0,10,2012-10-04 07:00:00,6990
0.0,0.0,1,8.710000000000036,0,1,0,0,0,0,0,0,0,0,0,8,0,3,0,10,2012-10-04 08:00:00,5985
0.0,0.0,1,11.830000000000041,0,1,0,0,0,0,0,0,0,0,0,9,0,3,0,10,2012-10-04 09:00:00,5309
0.0,0.0,1,16.03000000000003,0,1,0,0,0,0,0,0,0,0,0,10,0,3,0,10,2012-10-04 10:00:00,4603
0.0,0.0,1,18.400000000000034,0,1,0,0,0,0,0,0,0,0,0,11,0,3,0,10,2012-10-04 11:00:00,4884
0.0,0.0,1,21.82000000000005,0,1,0,0,0,0,0,0,0,0,0,12,0,3,0,10,2012-10-04 12:00:00,5104
0.0,0.0,1,23.230000000000018,0,1,0,0,0,0,0,0,0,0,0,13,0,3,0,10,2012-10-04 13:00:00,5178
0.0,0.0,1,24.170000000000016,0,1,0,0,0,0,0,0,0,0,0,14,0,3,0,10,2012-10-04 14:00:00,5501
0.0,0.0,1,25.02000000000004,0,1,0,0,0,0,0,0,0,0,0,15,0,3,0,10,2012-10-04 15:00:00,5713
0.0,0.0,20,24.910000000000025,1,0,0,0,0,0,0,0,0,0,0,16,0,3,0,10,2012-10-04 16:00:00,6292
0.0,0.0,20,24.52000000000004,1,0,0,0,0,0,0,0,0,0,0,17,0,3,0,10,2012-10-04 17:00:00,6057
0.0,0.0,40,23.210000000000036,1,0,0,0,0,0,0,0,0,0,0,18,0,3,0,10,2012-10-04 18:00:00,4907
0.0,0.0,40,20.700000000000045,1,0,0,0,0,0,0,0,0,0,0,19,0,3,0,10,2012-10-04 19:00:00,3503
0.0,0.0,40,19.28000000000003,1,0,0,0,0,0,0,0,0,0,0,20,0,3,0,10,2012-10-04 20:00:00,3037
0.0,0.0,75,18.620000000000005,1,0,0,0,0,0,0,0,0,0,0,21,0,3,0,10,2012-10-04 21:00:00,2822
0.0,0.0,75,18.210000000000036,1,0,0,0,0,0,0,0,0,0,0,22,0,3,0,10,2012-10-04 22:00:00,1992
0.0,0.0,75,17.970000000000027,1,0,0,0,0,0,0,0,0,0,0,23,0,3,0,10,2012-10-04 23:00:00,1166
0.0,0.0,75,17.480000000000018,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,2012-10-05 00:00:00,627
0.0,0.0,40,17.310000000000002,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,10,2012-10-05 01:00:00,388
0.0,0.0,0,16.110000000000014,0,1,0,0,0,0,0,0,0,0,0,3,0,4,0,10,2012-10-05 03:00:00,368
0.0,0.0,75,10.060000000000002,1,0,0,0,0,0,0,0,0,0,0,5,0,4,0,10,2012-10-05 05:00:00,2489
0.0,0.0,90,9.090000000000032,1,0,0,0,0,0,0,0,0,0,0,6,0,4,0,10,2012-10-05 06:00:00,5537
0.0,0.0,90,8.54000000000002,1,0,0,0,0,0,0,0,0,0,0,7,0,4,0,10,2012-10-05 07:00:00,6628
0.0,0.0,90,7.420000000000016,1,0,0,0,0,0,0,0,0,0,0,8,0,4,0,10,2012-10-05 08:00:00,5534
0.0,0.0,75,6.8700000000000045,1,0,0,0,0,0,0,0,0,0,0,9,0,4,0,10,2012-10-05 09:00:00,5403
0.0,0.0,75,6.960000000000036,1,0,0,0,0,0,0,0,0,0,0,10,0,4,0,10,2012-10-05 10:00:00,4770
0.0,0.0,90,6.850000000000023,1,0,0,0,0,0,0,0,0,0,0,11,0,4,0,10,2012-10-05 11:00:00,5217
0.0,0.0,90,7.3799999999999955,1,0,0,0,0,0,0,0,0,0,0,12,0,4,0,10,2012-10-05 12:00:00,5870
0.0,0.0,75,8.28000000000003,1,0,0,0,0,0,0,0,0,0,0,13,0,4,0,10,2012-10-05 13:00:00,5967
0.0,0.0,90,8.629999999999995,1,0,0,0,0,0,0,0,0,0,0,14,0,4,0,10,2012-10-05 14:00:00,6108
0.0,0.0,90,8.760000000000048,1,0,0,0,0,0,0,0,0,0,0,15,0,4,0,10,2012-10-05 15:00:00,6128
0.0,0.0,90,8.580000000000041,1,0,0,0,0,0,0,0,0,0,0,16,0,4,0,10,2012-10-05 16:00:00,6069
0.0,0.0,90,8.270000000000039,1,0,0,0,0,0,0,0,0,0,0,17,0,4,0,10,2012-10-05 17:00:00,6169
0.0,0.0,90,7.720000000000027,1,0,0,0,0,0,0,0,0,0,0,18,0,4,0,10,2012-10-05 18:00:00,5384
0.0,0.0,90,7.0,1,0,0,0,0,0,0,0,0,0,0,19,0,4,0,10,2012-10-05 19:00:00,4063
0.0,0.0,90,6.6299999999999955,1,0,0,0,0,0,0,0,0,0,0,20,0,4,0,10,2012-10-05 20:00:00,3364
0.0,0.0,75,6.5,1,0,0,0,0,0,0,0,0,0,0,21,0,4,0,10,2012-10-05 21:00:00,2971
0.0,0.0,40,6.07000000000005,1,0,0,0,0,0,0,0,0,0,0,22,0,4,0,10,2012-10-05 22:00:00,2450
0.0,0.0,40,5.910000000000025,1,0,0,0,0,0,0,0,0,0,0,23,0,4,0,10,2012-10-05 23:00:00,1832
0.0,0.0,90,5.660000000000025,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,10,2012-10-06 00:00:00,1231
0.0,0.0,90,5.400000000000034,1,0,0,0,0,0,0,0,0,0,0,1,1,5,0,10,2012-10-06 01:00:00,718
0.0,0.0,90,5.439999999999998,1,0,0,0,0,0,0,0,0,0,0,2,1,5,0,10,2012-10-06 02:00:00,545
0.0,0.0,75,3.840000000000032,1,0,0,0,0,0,0,0,0,0,0,4,1,5,0,10,2012-10-06 04:00:00,411
0.0,0.0,20,3.2000000000000455,1,0,0,0,0,0,0,0,0,0,0,5,1,5,0,10,2012-10-06 05:00:00,688
0.0,0.0,1,2.25,0,1,0,0,0,0,0,0,0,0,0,6,1,5,0,10,2012-10-06 06:00:00,1352
0.0,0.0,1,2.0200000000000387,0,1,0,0,0,0,0,0,0,0,0,7,1,5,0,10,2012-10-06 07:00:00,2072
0.0,0.0,1,1.8400000000000318,0,1,0,0,0,0,0,0,0,0,0,8,1,5,0,10,2012-10-06 08:00:00,3342
0.0,0.0,40,1.9399999999999977,1,0,0,0,0,0,0,0,0,0,0,9,1,5,0,10,2012-10-06 09:00:00,4258
0.0,0.0,20,3.730000000000018,1,0,0,0,0,0,0,0,0,0,0,10,1,5,0,10,2012-10-06 10:00:00,4861
0.0,0.0,20,4.890000000000043,1,0,0,0,0,0,0,0,0,0,0,11,1,5,0,10,2012-10-06 11:00:00,5191
0.0,0.0,40,5.930000000000007,1,0,0,0,0,0,0,0,0,0,0,12,1,5,0,10,2012-10-06 12:00:00,5669
0.0,0.0,75,6.970000000000027,1,0,0,0,0,0,0,0,0,0,0,13,1,5,0,10,2012-10-06 13:00:00,5074
0.0,0.0,75,7.100000000000023,1,0,0,0,0,0,0,0,0,0,0,14,1,5,0,10,2012-10-06 14:00:00,5025
0.0,0.0,75,6.850000000000023,1,0,0,0,0,0,0,0,0,0,0,15,1,5,0,10,2012-10-06 15:00:00,5153
0.0,0.0,90,5.910000000000025,1,0,0,0,0,0,0,0,0,0,0,16,1,5,0,10,2012-10-06 16:00:00,5024
0.0,0.0,90,5.760000000000048,1,0,0,0,0,0,0,0,0,0,0,17,1,5,0,10,2012-10-06 17:00:00,4779
0.0,0.0,90,5.240000000000009,1,0,0,0,0,0,0,0,0,0,0,18,1,5,0,10,2012-10-06 18:00:00,4362
0.0,0.0,90,5.010000000000048,1,0,0,0,0,0,0,0,0,0,0,19,1,5,0,10,2012-10-06 19:00:00,3860
0.0,0.0,90,5.010000000000048,1,0,0,0,0,0,0,0,0,0,0,20,1,5,0,10,2012-10-06 20:00:00,3160
0.0,0.0,90,4.78000000000003,1,0,0,0,0,0,0,0,0,0,0,21,1,5,0,10,2012-10-06 21:00:00,2992
0.0,0.0,90,3.75,1,0,0,0,0,0,0,0,0,0,0,22,1,5,0,10,2012-10-06 22:00:00,3202
0.0,0.0,75,3.1899999999999977,1,0,0,0,0,0,0,0,0,0,0,23,1,5,0,10,2012-10-06 23:00:00,1941
0.0,0.0,75,2.9600000000000364,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,10,2012-10-07 00:00:00,1233
0.0,0.0,90,2.580000000000041,1,0,0,0,0,0,0,0,0,0,0,3,1,6,0,10,2012-10-07 03:00:00,323
0.0,0.0,90,2.5,1,0,0,0,0,0,0,0,0,0,0,4,1,6,0,10,2012-10-07 04:00:00,312
0.0,0.0,75,2.3600000000000136,1,0,0,0,0,0,0,0,0,0,0,5,1,6,0,10,2012-10-07 05:00:00,627
0.0,0.0,90,1.900000000000034,1,0,0,0,0,0,0,0,0,0,0,6,1,6,0,10,2012-10-07 06:00:00,1508
0.0,0.0,90,1.6200000000000045,1,0,0,0,0,0,0,0,0,0,0,7,1,6,0,10,2012-10-07 07:00:00,1539
0.0,0.0,75,1.6200000000000045,1,0,0,0,0,0,0,0,0,0,0,8,1,6,0,10,2012-10-07 08:00:00,2232
0.0,0.0,75,2.400000000000034,1,0,0,0,0,0,0,0,0,0,0,9,1,6,0,10,2012-10-07 09:00:00,4568
0.0,0.0,75,3.090000000000032,1,0,0,0,0,0,0,0,0,0,0,10,1,6,0,10,2012-10-07 10:00:00,4624
0.0,0.0,90,3.8600000000000136,1,0,0,0,0,0,0,0,0,0,0,11,1,6,0,10,2012-10-07 11:00:00,4529
0.0,0.0,90,4.28000000000003,1,0,0,0,0,0,0,0,0,0,0,12,1,6,0,10,2012-10-07 12:00:00,5139
0.0,0.0,90,5.300000000000011,1,0,0,0,0,0,0,0,0,0,0,13,1,6,0,10,2012-10-07 13:00:00,6640
0.0,0.0,90,6.1200000000000045,1,0,0,0,0,0,0,0,0,0,0,14,1,6,0,10,2012-10-07 14:00:00,6589
0.0,0.0,90,6.1200000000000045,1,0,0,0,0,0,0,0,0,0,0,15,1,6,0,10,2012-10-07 15:00:00,4429
0.0,0.0,90,6.2900000000000205,1,0,0,0,0,0,0,0,0,0,0,16,1,6,0,10,2012-10-07 16:00:00,4329
0.0,0.0,90,6.170000000000016,1,0,0,0,0,0,0,0,0,0,0,17,1,6,0,10,2012-10-07 17:00:00,3833
0.0,0.0,90,6.1200000000000045,1,0,0,0,0,0,0,0,0,0,0,18,1,6,0,10,2012-10-07 18:00:00,4015
0.0,0.0,90,4.960000000000036,1,0,0,0,0,0,0,0,0,0,0,19,1,6,0,10,2012-10-07 19:00:00,3382
0.0,0.0,75,3.640000000000043,1,0,0,0,0,0,0,0,0,0,0,20,1,6,0,10,2012-10-07 20:00:00,2815
0.0,0.0,90,2.580000000000041,1,0,0,0,0,0,0,0,0,0,0,21,1,6,0,10,2012-10-07 21:00:00,2110
0.0,0.0,75,1.7300000000000182,1,0,0,0,0,0,0,0,0,0,0,22,1,6,0,10,2012-10-07 22:00:00,1555
0.0,0.0,20,0.7700000000000387,1,0,0,0,0,0,0,0,0,0,0,23,1,6,0,10,2012-10-07 23:00:00,959
0.0,0.0,20,-0.06999999999999318,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,2012-10-08 00:00:00,455
0.0,0.0,20,-0.5299999999999727,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,2012-10-08 01:00:00,336
0.0,0.0,1,-1.3700000000000045,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,10,2012-10-08 02:00:00,265
0.0,0.0,1,-2.099999999999966,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,10,2012-10-08 03:00:00,314
0.0,0.0,1,-2.519999999999982,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,10,2012-10-08 04:00:00,779
0.0,0.0,1,-2.819999999999993,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,10,2012-10-08 05:00:00,2571
0.0,0.0,20,-3.5399999999999636,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,2012-10-08 06:00:00,5563
0.0,0.0,20,-3.1399999999999864,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,2012-10-08 07:00:00,6676
0.0,0.0,20,-1.919999999999959,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,2012-10-08 08:00:00,5966
0.0,0.0,20,0.5600000000000023,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,2012-10-08 09:00:00,4832
0.0,0.0,20,3.6200000000000045,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,2012-10-08 10:00:00,4395
0.0,0.0,20,6.32000000000005,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,10,2012-10-08 11:00:00,4411
0.0,0.0,1,6.689999999999998,0,1,0,0,0,0,0,0,0,0,0,12,0,0,0,10,2012-10-08 12:00:00,4648
0.0,0.0,40,9.189999999999998,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,10,2012-10-08 13:00:00,4602
0.0,0.0,40,9.79000000000002,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,10,2012-10-08 14:00:00,5125
0.0,0.0,1,10.330000000000041,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,10,2012-10-08 15:00:00,5502
0.0,0.0,1,11.180000000000007,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,10,2012-10-08 16:00:00,5979
0.0,0.0,40,11.330000000000041,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,10,2012-10-08 17:00:00,5663
0.0,0.0,40,11.080000000000041,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,10,2012-10-08 18:00:00,4259
0.0,0.0,20,8.840000000000032,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,10,2012-10-08 19:00:00,3069
0.0,0.0,1,6.660000000000025,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,10,2012-10-08 20:00:00,2378
0.0,0.0,1,6.2000000000000455,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0,10,2012-10-08 21:00:00,2030
0.0,0.0,1,5.75,0,1,0,0,0,0,0,0,0,0,0,22,0,0,0,10,2012-10-08 22:00:00,1400
0.0,0.0,1,5.310000000000002,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,10,2012-10-08 23:00:00,917
0.0,0.0,1,4.6299999999999955,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,10,2012-10-09 00:00:00,515
0.0,0.0,1,4.1200000000000045,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,10,2012-10-09 01:00:00,302
0.0,0.0,1,4.32000000000005,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,10,2012-10-09 02:00:00,251
0.0,0.0,20,3.82000000000005,1,0,0,0,0,0,0,0,0,0,0,4,0,1,0,10,2012-10-09 04:00:00,798
0.0,0.0,40,3.3700000000000045,1,0,0,0,0,0,0,0,0,0,0,5,0,1,0,10,2012-10-09 05:00:00,2678
0.0,0.0,40,3.4500000000000455,1,0,0,0,0,0,0,0,0,0,0,6,0,1,0,10,2012-10-09 06:00:00,5733
0.0,0.0,75,4.160000000000025,1,0,0,0,0,0,0,0,0,0,0,7,0,1,0,10,2012-10-09 07:00:00,6449
0.0,0.0,90,5.230000000000018,1,0,0,0,0,0,0,0,0,0,0,8,0,1,0,10,2012-10-09 08:00:00,5765
0.0,0.0,90,6.2000000000000455,1,0,0,0,0,0,0,0,0,0,0,9,0,1,0,10,2012-10-09 09:00:00,5599
0.0,0.0,90,8.220000000000027,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,10,2012-10-09 10:00:00,4534
0.0,0.0,90,9.960000000000036,1,0,0,0,0,0,0,0,0,0,0,11,0,1,0,10,2012-10-09 11:00:00,4691
0.0,0.0,75,10.930000000000007,1,0,0,0,0,0,0,0,0,0,0,12,0,1,0,10,2012-10-09 12:00:00,5067
0.0,0.0,75,11.990000000000009,1,0,0,0,0,0,0,0,0,0,0,13,0,1,0,10,2012-10-09 13:00:00,5030
0.0,0.0,90,13.200000000000045,1,0,0,0,0,0,0,0,0,0,0,14,0,1,0,10,2012-10-09 14:00:00,5300
0.0,0.0,100,14.080000000000041,0,0,1,0,0,0,0,0,0,0,0,15,0,1,0,10,2012-10-09 15:00:00,5777
0.0,0.0,90,15.379999999999995,1,0,0,0,0,0,0,0,0,0,0,16,0,1,0,10,2012-10-09 16:00:00,6349
0.0,0.0,90,17.220000000000027,1,0,0,0,0,0,0,0,0,0,0,17,0,1,0,10,2012-10-09 17:00:00,6127
0.0,0.0,90,16.980000000000018,1,0,0,0,0,0,0,0,0,0,0,18,0,1,0,10,2012-10-09 18:00:00,4460
0.0,0.0,75,15.710000000000036,1,0,0,0,0,0,0,0,0,0,0,19,0,1,0,10,2012-10-09 19:00:00,3418
0.0,0.0,90,14.210000000000036,1,0,0,0,0,0,0,0,0,0,0,20,0,1,0,10,2012-10-09 20:00:00,2775
0.0,0.0,90,11.960000000000036,1,0,0,0,0,0,0,0,0,0,0,21,0,1,0,10,2012-10-09 21:00:00,2306
0.0,0.0,90,10.310000000000002,1,0,0,0,0,0,0,0,0,0,0,22,0,1,0,10,2012-10-09 22:00:00,1846
0.0,0.0,90,9.300000000000011,1,0,0,0,0,0,0,0,0,0,0,23,0,1,0,10,2012-10-09 23:00:00,947
0.0,0.0,90,8.730000000000018,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,2012-10-10 00:00:00,494
0.0,0.0,90,8.629999999999995,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,10,2012-10-10 01:00:00,332
0.0,0.0,75,7.939999999999998,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,10,2012-10-10 02:00:00,261
0.0,0.0,90,8.020000000000039,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,10,2012-10-10 03:00:00,361
0.0,0.0,92,8.100000000000023,0,1,0,0,0,0,0,0,0,0,0,6,0,2,0,10,2012-10-10 06:00:00,5875
0.0,0.0,99,8.100000000000023,0,0,1,1,0,0,0,0,0,0,0,7,0,2,0,10,2012-10-10 07:00:00,6793
0.0,0.0,99,6.9500000000000455,0,0,1,1,0,0,0,0,0,0,0,8,0,2,0,10,2012-10-10 08:00:00,6283
0.0,0.0,99,6.460000000000036,0,0,1,1,0,0,0,0,0,0,0,9,0,2,0,10,2012-10-10 09:00:00,5680
0.0,0.0,99,6.520000000000039,0,1,0,0,0,0,0,0,0,0,0,10,0,2,0,10,2012-10-10 10:00:00,4632
0.0,0.0,1,7.0400000000000205,0,1,0,0,0,0,0,0,0,0,0,11,0,2,0,10,2012-10-10 11:00:00,4887
0.0,0.0,75,8.939999999999998,1,0,0,0,0,0,0,0,0,0,0,12,0,2,0,10,2012-10-10 12:00:00,5030
0.0,0.0,75,9.110000000000014,1,0,0,0,0,0,0,0,0,0,0,13,0,2,0,10,2012-10-10 13:00:00,5067
0.0,0.0,90,8.900000000000034,1,0,0,0,0,0,0,0,0,0,0,14,0,2,0,10,2012-10-10 14:00:00,5227
0.0,0.0,90,8.439999999999998,1,0,0,0,0,0,0,0,0,0,0,15,0,2,0,10,2012-10-10 15:00:00,5610
0.0,0.0,81,8.080000000000041,0,1,0,0,0,0,0,0,0,0,0,16,0,2,0,10,2012-10-10 16:00:00,6286
0.0,0.0,81,9.450000000000045,0,1,0,0,0,0,0,0,0,0,0,18,0,2,0,10,2012-10-10 18:00:00,4775
0.0,0.0,81,9.450000000000045,0,1,0,0,0,0,0,0,0,0,0,19,0,2,0,10,2012-10-10 19:00:00,3340
0.0,0.0,81,9.450000000000045,0,1,0,0,0,0,0,0,0,0,0,20,0,2,0,10,2012-10-10 20:00:00,3013
0.0,0.0,81,9.450000000000045,0,1,0,0,0,0,0,0,0,0,0,21,0,2,0,10,2012-10-10 21:00:00,2603
0.0,0.0,81,9.450000000000045,0,1,0,0,0,0,0,0,0,0,0,22,0,2,0,10,2012-10-10 22:00:00,1910
0.0,0.0,81,9.450000000000045,0,1,0,0,0,0,0,0,0,0,0,23,0,2,0,10,2012-10-10 23:00:00,1037
0.0,0.0,1,0.75,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,10,2012-10-11 01:00:00,347
0.0,0.0,75,1.25,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,2012-10-11 03:00:00,350
0.0,0.0,75,0.9000000000000341,1,0,0,0,0,0,0,0,0,0,0,4,0,3,0,10,2012-10-11 04:00:00,850
0.0,0.0,40,0.5600000000000023,1,0,0,0,0,0,0,0,0,0,0,5,0,3,0,10,2012-10-11 05:00:00,2791
0.0,0.0,1,-0.48999999999995225,0,1,0,0,0,0,0,0,0,0,0,6,0,3,0,10,2012-10-11 06:00:00,5809
0.0,0.0,1,-0.5,0,1,0,0,0,0,0,0,0,0,0,7,0,3,0,10,2012-10-11 07:00:00,6798
0.0,0.0,1,-0.6299999999999955,0,1,0,0,0,0,0,0,0,0,0,8,0,3,0,10,2012-10-11 08:00:00,6304
0.0,0.0,20,2.0400000000000205,1,0,0,0,0,0,0,0,0,0,0,9,0,3,0,10,2012-10-11 09:00:00,5291
0.0,0.0,1,2.1899999999999977,0,1,0,0,0,0,0,0,0,0,0,10,0,3,0,10,2012-10-11 10:00:00,4638
0.0,0.0,50,10.950000000000045,0,1,0,0,0,0,0,0,0,0,0,14,0,3,0,10,2012-10-11 14:00:00,5557
0.0,0.0,50,10.950000000000045,0,1,0,0,0,0,0,0,0,0,0,15,0,3,0,10,2012-10-11 15:00:00,5818
0.0,0.0,75,10.629999999999995,1,0,0,0,0,0,0,0,0,0,0,16,0,3,0,10,2012-10-11 16:00:00,6272
0.0,0.0,75,10.370000000000005,1,0,0,0,0,0,0,0,0,0,0,17,0,3,0,10,2012-10-11 17:00:00,5944
0.0,0.0,90,10.170000000000016,1,0,0,0,0,0,0,0,0,0,0,18,0,3,0,10,2012-10-11 18:00:00,4949
0.0,0.0,90,8.910000000000025,1,0,0,0,0,0,0,0,0,0,0,19,0,3,0,10,2012-10-11 19:00:00,3511
